Sample,Pitch,P_Anteil,I_Anteil,D_Anteil,PWM
1396,-2.35,35.2,0,16.1,80
1397,-2.44,36.6,0,9.4,80
1398,-2.47,37.1,0,3.1,80
1399,-2.83,42.4,0,35.5,80
1400,-2.62,39.2,0,-21.1,80
1401,-2.45,36.7,0,-17.1,80
1402,-2.3,34.4,0,-15,80
1403,-1.96,29.4,0,-33.4,-80
1404,-1.5,22.5,0,-46.4,-80
1405,-0.94,14.1,0,-55.9,-80
1406,-0.08,1.2,0,-86.1,-84
1407,0.34,-5.1,0,-41.9,-80
1408,0.86,-13,0,-52.2,-80
1409,1.26,-19,0,-40,-80
1410,1.61,-24.2,0,-34.9,-80
1411,1.66,-24.9,0,-4.5,-80
1412,1.69,-25.3,0,-3.1,-80
1413,1.78,-26.6,0,-8.6,-80
1414,1.75,-26.2,0,2.7,-50
1415,1.43,-21.5,0,31.7,80
1416,1.25,-18.8,0,17.7,-80
1417,0.77,-11.6,0,48.3,80
1418,0.27,-4.1,0,49.7,80
1419,-0.2,2.9,0,47,80
1420,-0.7,10.4,0,50,80
1421,-1.19,17.8,0,48.9,80
1422,-2.18,32.8,0,99.9,132
1423,-2.45,36.7,0,26.1,80
1424,-2.54,38.1,0,9.5,80
1425,-2.54,38.2,0,0.4,80
1426,-2.65,39.7,0,10.2,80
1427,-2.66,39.9,0,1.1,80
1428,-2.29,34.4,0,-36.6,-80
1429,-1.88,28.2,0,-41.1,-80
1430,-1.13,16.9,0,-75.4,-80
1431,-0.32,4.8,0,-80.3,-80
1432,0.05,-0.7,0,-36.9,-80
1433,0.46,-7,0,-41.7,-80
1434,0.74,-11,0,-27.2,-80
1435,1.38,-20.8,0,-64.9,-85
1436,1.29,-19.4,0,9.2,-80
1437,1.22,-18.3,0,7.3,-80
1438,1.23,-18.4,0,-0.7,-80
1439,1.06,-15.8,0,17.1,80
1440,0.64,-9.6,0,41.3,80
1441,0.09,-1.4,0,54.8,80
1442,-0.89,13.3,0,98.3,111
1443,-1.2,18,0,31.4,80
1444,-2.15,32.2,0,94.6,126
1445,-2.93,43.9,0,78,121
1446,-3.24,48.6,0,31.1,80
1447,-3.48,52.2,0,24,80
1448,-3.48,52.2,0,-0.2,80
1449,-3.22,48.3,0,-26,80
1450,-2.91,43.7,0,-30.5,80
1451,-2.68,40.1,0,-23.7,80
1452,-1.91,28.7,0,-76.5,-80
1453,-1.73,25.9,0,-18.1,80
1454,-0.96,14.5,0,-76.6,-80
1455,-0.24,3.6,0,-72.3,-80
1456,0.53,-8,0,-77.1,-85
1457,1.67,-25.1,0,-114.5,-139
1458,2.1,-31.5,0,-42.3,-80
1459,3.06,-45.8,0,-95.8,-141
1460,3.93,-59,0,-87.8,-146
1461,4.21,-63.1,0,-27.5,-90
1462,4.75,-71.2,0,-54.2,-125
1463,5.06,-75.9,0,-31.2,-107
1464,5.22,-78.3,0,-15.9,-94
1465,5.31,-79.7,0,-9.1,-88
1466,5.24,-78.6,0,7.1,-80
1467,5.03,-75.5,0,20.9,-80
1468,4.42,-66.3,0,61.1,-80
1469,4.14,-62.1,0,27.9,-80
1470,3.94,-59.1,0,20,-80
1471,3.37,-50.5,0,57.5,80
1472,2.47,-37,0,89.9,80
1473,1.43,-21.4,0,104,82
1474,0.92,-13.8,0,51.1,80
1475,-0.04,0.6,0,95.6,96
1476,-1.01,15.1,0,97.2,112
1477,-1.93,28.9,0,92.1,121
1478,-2.56,38.4,0,63.2,101
1479,-2.86,42.9,0,30.2,80
1480,-2.9,43.6,0,4.1,80
1481,-2.74,41.1,0,-16.3,80
1482,-2.42,36.4,0,-31.7,80
1483,-1.83,27.4,0,-59.6,-80
1484,-1.54,23.1,0,-29.1,-80
1485,-0.73,10.9,0,-81.2,-80
1486,-0.06,1,0,-66.2,-80
1487,0.52,-7.8,0,-58.3,-80
1488,0.99,-14.8,0,-47,-80
1489,2.04,-30.7,0,-105.4,-136
1490,2.22,-33.3,0,-17.5,-80
1491,2.3,-34.5,0,-7.8,-80
1492,2.27,-34.1,0,2.5,-80
1493,2.1,-31.4,0,17.6,-80
1494,1.85,-27.8,0,24.4,-80
1495,1.8,-27.1,0,4.7,-80
1496,1.45,-21.7,0,35.7,80
1497,0.8,-12,0,65,80
1498,-0.17,2.5,0,96.2,98
1499,-0.53,8,0,36.9,80
1500,-1.23,18.5,0,70,88
1501,-1.91,28.7,0,67.8,96
1502,-2.5,37.5,0,58.7,96
1503,-3.28,49.1,0,77.7,126
1504,-3.97,59.5,0,69.3,128
1505,-4.35,65.2,0,37.6,102
1506,-4.68,70.2,0,33.3,103
1507,-4.81,72.2,0,13.6,85
1508,-4.8,72,0,-1.2,80
1509,-4.5,67.5,0,-30.4,80
1510,-4.42,66.3,0,-8.1,80
1511,-4.04,60.7,0,-37.4,80
1512,-3.57,53.5,0,-47.5,80
1513,-3.36,50.4,0,-21,80
1514,-2.84,42.5,0,-52.2,-80
1515,-2.08,31.1,0,-76.1,-80
1516,-1.01,15.1,0,-107,-91
1517,-0.62,9.3,0,-38.4,-80
1518,0.09,-1.3,0,-71,-80
1519,1.4,-21,0,-131.5,-152
1520,1.61,-24.1,0,-20.6,-80
1521,1.88,-28.1,0,-26.8,-80
1522,2.06,-31,0,-18.8,-80
1523,2.01,-30.1,0,5.5,-80
1524,1.6,-24,0,40.6,80
1525,0.81,-12.1,0,79.6,80
1526,0.27,-4,0,54.2,80
1527,-0.42,6.4,0,69,80
1528,-0.99,14.9,0,56.8,80
1529,-1.44,21.7,0,45.3,80
1530,-2.3,34.5,0,85.8,120
1531,-2.59,38.8,0,28.4,80
1532,-2.68,40.2,0,9.5,80
1533,-2.97,44.5,0,28.8,80
1534,-2.79,41.9,0,-17.9,80
1535,-2.25,33.8,0,-53.9,-80
1536,-2.22,33.3,0,-3,80
1537,-1.7,25.6,0,-51.7,-80
1538,-1.14,17.1,0,-56.7,-80
1539,-0.49,7.3,0,-64.9,-80
1540,0.17,-2.6,0,-66.3,-80
1541,0.83,-12.5,0,-65.8,-80
1542,1.38,-20.7,0,-54.9,-80
1543,2.03,-30.4,0,-64.9,-95
1544,2.3,-34.6,0,-27.5,-80
1545,2.75,-41.2,0,-44.3,-85
1546,2.92,-43.7,0,-16.9,-80
1547,3.17,-47.5,0,-25.3,-80
1548,3.2,-48,0,-3.2,-80
1549,3.08,-46.2,0,11.9,-80
1550,2.94,-44.2,0,13.8,-80
1551,2.83,-42.5,0,11.3,-80
1552,2.61,-39.2,0,21.7,-80
1553,2.33,-34.9,0,28.5,-50
1554,1.74,-26,0,59.3,80
1555,1.4,-21,0,33.9,80
1556,0.84,-12.6,0,55.5,80
1557,0.27,-4.1,0,57.3,80
1558,-0.3,4.5,0,56.9,80
1559,-0.78,11.7,0,47.9,80
1560,-1.09,16.3,0,30.8,80
1561,-1.33,19.9,0,24,50
1562,-1.4,21,0,7.8,50
1563,-1.44,21.6,0,3.8,50
1564,-0.81,12.1,0,-63.1,-80
1565,-0.22,3.3,0,-58.6,-80
1566,0.63,-9.4,0,-85,-94
1567,1.56,-23.4,0,-93.3,-116
1568,2.38,-35.7,0,-81.7,-117
1569,2.58,-38.6,0,-19.9,-80
1570,2.63,-39.5,0,-5.8,-80
1571,2.6,-39,0,3.2,-80
1572,2.43,-36.5,0,16.9,-80
1573,2.28,-34.2,0,15.3,-80
1574,1.8,-27,0,48.2,80
1575,1.19,-17.9,0,60.7,80
1576,0.52,-7.9,0,66.7,80
1577,-0.21,3.2,0,73.8,80
1578,-0.89,13.3,0,67.4,80
1579,-1.57,23.5,0,67.7,91
1580,-2.13,32,0,56.7,88
1581,-2.79,41.8,0,65.7,107
1582,-3.36,50.4,0,56.9,107
1583,-3.73,55.9,0,37,92
1584,-3.97,59.6,0,24.5,84
1585,-4.28,64.2,0,30.7,94
1586,-4.12,61.8,0,-16.3,80
1587,-3.86,57.9,0,-25.8,80
1588,-3.8,57.1,0,-5.5,80
1589,-3.43,51.4,0,-37.9,80
1590,-2.86,42.9,0,-56.2,-80
1591,-2.36,35.4,0,-50.6,-80
1592,-1.73,25.9,0,-63,-80
1593,-1.13,17,0,-59.6,-80
1594,-0.43,6.4,0,-70.2,-80
1595,0.5,-7.5,0,-92.6,-100
1596,0.92,-13.8,0,-42.5,-80
1597,1.3,-19.5,0,-37.7,-80
1598,1.53,-23,0,-23.4,-80
1599,1.64,-24.7,0,-11.1,-80
1600,1.61,-24.2,0,3,-80
1601,1.54,-23.1,0,7.5,-80
1602,1.29,-19.3,0,25.3,80
1603,0.87,-13.1,0,41.4,80
1604,0.28,-4.3,0,59,80
1605,-0.36,5.4,0,64.3,80
1606,-0.99,14.9,0,63.2,80
1607,-1.84,27.5,0,84.4,111
1608,-2.51,37.6,0,67.1,104
1609,-3.01,45.1,0,49.9,94
1610,-3.16,47.3,0,15,80
1611,-2.93,44,0,-22.1,80
1612,-2.92,43.8,0,-1.4,80
1613,-2.56,38.4,0,-35.8,80
1614,-2.05,30.7,0,-51.5,-80
1615,-1.54,23.1,0,-50.9,-80
1616,-0.79,11.8,0,-75.1,-80
1617,-0.11,1.7,0,-67.5,-80
1618,0.57,-8.6,0,-68.4,-80
1619,1.28,-19.2,0,-70.7,-89
1620,2.25,-33.7,0,-97,-130
1621,2.82,-42.2,0,-56.7,-98
1622,3.38,-50.7,0,-56.2,-106
1623,3.59,-53.9,0,-21.6,-80
1624,3.74,-56.1,0,-14.5,-80
1625,3.86,-57.9,0,-12.3,-80
1626,3.89,-58.3,0,-2.6,-80
1627,3.84,-57.6,0,5,-80
1628,3.64,-54.7,0,19.3,-80
1629,3.38,-50.7,0,26.8,-80
1630,3.2,-48,0,17.6,-50
1631,2.91,-43.6,0,29.4,-50
1632,2.39,-35.9,0,51.3,80
1633,2.01,-30.2,0,38.3,80
1634,1.6,-24,0,41.3,80
1635,1.26,-18.8,0,34.3,80
1636,1.07,-16.1,0,18.5,80
1637,0.66,-9.8,0,41.4,80
1638,0.45,-6.7,0,20.8,80
1639,0.52,-7.7,0,-6.7,-80
1640,0.63,-9.5,0,-11.8,-80
1641,0.93,-13.9,0,-29.5,-80
1642,1.12,-16.8,0,-19.3,-80
1643,1.31,-19.6,0,-18.7,-80
1644,1.48,-22.2,0,-17.4,-80
1645,1.48,-22.3,0,-0.1,-80
1646,1.33,-20,0,15.1,-50
1647,1.13,-16.9,0,20.3,80
1648,0.66,-9.8,0,47.4,80
1649,0.12,-1.8,0,53.4,80
1650,-0.42,6.2,0,53.8,80
1651,-0.85,12.7,0,43.2,80
1652,-1.32,19.7,0,46.7,80
1653,-1.81,27.1,0,49.2,80
1654,-2.03,30.4,0,22.1,52
1655,-2.15,32.2,0,11.7,50
1656,-1.95,29.3,0,-19.2,50
1657,-1.54,23.1,0,-41.5,-80
1658,-1.41,21.2,0,-12.9,80
1659,-0.99,14.8,0,-42.2,-80
1660,-0.67,10.1,0,-31.5,-80
1661,-0.38,5.7,0,-29.4,-80
1662,-0.16,2.5,0,-21.5,-80
1663,0.03,-0.4,0,-19.4,-80
1664,0.41,-6.1,0,-37.6,-80
1665,0.58,-8.6,0,-17.2,-80
1666,0.54,-8.1,0,3.7,-50
1667,0.61,-9.2,0,-7.1,-50
1668,0.26,-3.9,0,35.1,80
1669,-0.34,5.1,0,60.1,80
1670,-0.94,14,0,59.5,80
1671,-1.92,28.8,0,98.3,127
1672,-2.83,42.4,0,90.8,133
1673,-3.72,55.7,0,88.9,144
1674,-4.31,64.6,0,59.2,123
1675,-4.82,72.4,0,51.7,124
1676,-5.19,77.8,0,36,113
1677,-5.39,80.9,0,20.7,101
1678,-5.4,81,0,1,82
1679,-5.29,79.4,0,-11,80
1680,-5.02,75.3,0,-27.1,80
1681,-4.88,73.1,0,-14.5,80
1682,-4.47,67,0,-40.7,80
1683,-3.95,59.3,0,-51.8,80
1684,-3.53,53,0,-41.5,80
1685,-2.99,44.9,0,-54.3,-80
1686,-2.37,35.6,0,-61.9,-80
1687,-1.69,25.4,0,-67.8,-80
1688,-0.99,14.9,0,-70.1,-80
1689,-0.31,4.7,0,-68.2,-80
1690,0.27,-4.1,0,-58.1,-80
1691,1.33,-20,0,-106.1,-126
1692,1.77,-26.6,0,-44,-80
1693,1.89,-28.4,0,-12.2,-80
1694,1.84,-27.6,0,5.1,-80
1695,1.44,-21.6,0,40.4,80
1696,0.61,-9.1,0,83,80
1697,-0.41,6.1,0,101.8,107
1698,-1.29,19.3,0,87.7,107
1699,-1.9,28.5,0,61.3,89
1700,-2.31,34.6,0,40.9,80
1701,-2.5,37.6,0,19.6,80
1702,-2.97,44.5,0,46.4,90
1703,-3.01,45.1,0,4.1,80
1704,-2.62,39.3,0,-39.1,0
1705,-2.15,32.2,0,-47,-80
1706,-1.6,24,0,-54.9,-80
1707,-1.04,15.7,0,-55.5,-80
1708,-0.43,6.5,0,-61.2,-80
1709,0.39,-5.8,0,-81.9,-87
1710,1.11,-16.6,0,-72.2,-88
1711,1.95,-29.3,0,-84.5,-113
1712,2.4,-36,0,-44.4,-80
1713,2.67,-40,0,-26.9,-80
1714,2.82,-42.3,0,-15,-80
1715,2.83,-42.5,0,-1.5,-80
1716,3.21,-48.1,0,-37.5,-85
1717,3.28,-49.2,0,-7.5,-80
1718,2.91,-43.6,0,37.2,-80
1719,2.92,-43.7,0,-0.7,-80
1720,2.94,-44.1,0,-2.3,-80
1721,2.83,-42.4,0,11,-80
1722,2.4,-36,0,43.3,80
1723,1.85,-27.8,0,54.6,80
1724,1.31,-19.6,0,54.5,80
1725,0.97,-14.5,0,33.7,80
1726,0.74,-11.2,0,22.4,80
1727,0.39,-5.9,0,35.2,80
1728,0.12,-1.8,0,27,80
1729,-0.01,0.1,0,13.3,50
1730,0.21,-3.2,0,-22,-80
1731,0.49,-7.4,0,-28,-80
1732,0.67,-10.1,0,-18.3,-80
1733,0.8,-11.9,0,-12.1,-80
1734,0.83,-12.5,0,-3.8,-80
1735,0.85,-12.7,0,-1.5,-80
1736,0.84,-12.6,0,1.1,-80
1737,0.99,-14.9,0,-15.4,-50
1738,0.86,-12.9,0,13,0
1739,0.35,-5.3,0,50.8,80
1740,-0.18,2.7,0,53.5,80
1741,-0.78,11.6,0,59.5,80
1742,-1.34,20.2,0,56.8,80
1743,-1.87,28,0,52.5,80
1744,-2.49,37.4,0,62.4,99
1745,-3.08,46.2,0,58.7,104
1746,-3.49,52.4,0,41.1,93
1747,-3.86,57.8,0,36.6,94
1748,-3.96,59.4,0,10.1,80
1749,-3.97,59.6,0,1.7,80
1750,-4.04,60.7,0,7,80
1751,-3.87,58,0,-17.8,80
1752,-3.57,53.5,0,-30,80
1753,-3.48,52.2,0,-8.3,80
1754,-3.21,48.1,0,-27.5,80
1755,-2.77,41.5,0,-44,-80
1756,-2.22,33.3,0,-54.7,-80
1757,-1.57,23.5,0,-65.1,-80
1758,-0.84,12.7,0,-72.5,-80
1759,-0.03,0.5,0,-80.9,-80
1760,0.48,-7.2,0,-51.5,-80
1761,1.06,-16,0,-58.4,-80
1762,1.38,-20.6,0,-31.2,-80
1763,1.55,-23.3,0,-17.7,-80
1764,1.49,-22.3,0,6.5,-80
1765,1.36,-20.5,0,12.4,-80
1766,1.35,-20.3,0,1.1,-80
1767,1.51,-22.7,0,-15.7,-50
1768,1.07,-16.1,0,43.7,80
1769,0.5,-7.5,0,57.5,80
1770,-0.2,3.1,0,70.2,80
1771,-0.84,12.5,0,63.2,80
1772,-1.41,21.2,0,57.5,80
1773,-1.86,27.9,0,45,80
1774,-2.22,33.3,0,36.3,80
1775,-2.56,38.4,0,33.4,71
1776,-2.69,40.3,0,12.9,53
1777,-2.72,40.7,0,3.1,50
1778,-2.74,41.1,0,2.6,50
1779,-2.58,38.7,0,-16.4,50
1780,-2.29,34.4,0,-28.7,50
1781,-1.89,28.4,0,-40.1,-80
1782,-1.57,23.5,0,-32.2,-80
1783,-1.09,16.4,0,-47.4,-80
1784,-0.64,9.6,0,-45.5,-80
1785,-0.19,2.8,0,-45.1,-80
1786,0.53,-7.9,0,-71.3,-80
1787,0.96,-14.4,0,-43.3,-80
1788,1.36,-20.4,0,-40.2,-60
1789,1.46,-21.9,0,-9.9,-50
1790,1.28,-19.3,0,17.6,-50
1791,1.11,-16.7,0,17.1,0
1792,0.81,-12.1,0,30.4,80
1793,0.45,-6.7,0,36.2,80
1794,0.09,-1.4,0,35.7,80
1795,-0.28,4.1,0,36.7,80
1796,-0.64,9.6,0,36.3,80
1797,-1.15,17.2,0,51,80
1798,-1.49,22.3,0,33.6,80
1799,-1.69,25.4,0,20.8,50
1800,-1.85,27.7,0,15.6,50
1801,-1.59,23.8,0,-26.3,-80
1802,-1.24,18.6,0,-34.7,-80
1803,-0.76,11.4,0,-47.7,-80
1804,-0.29,4.4,0,-47.2,-80
1805,0.72,-10.8,0,-100.7,-111
1806,1.04,-15.6,0,-32.3,-80
1807,1.48,-22.2,0,-44,-80
1808,1.62,-24.3,0,-13.8,-80
1809,1.39,-20.9,0,22.8,80
1810,1.37,-20.6,0,1.7,-80
1811,1.08,-16.1,0,29.8,80
1812,0.85,-12.7,0,22.6,80
1813,0.57,-8.6,0,27.9,80
1814,0.28,-4.2,0,29,80
1815,-0.01,0.2,0,29.2,80
1816,-0.31,4.7,0,30.1,80
1817,-0.58,8.7,0,26.5,80
1818,-0.7,10.5,0,12.1,50
1819,-0.62,9.3,0,-8.1,50
1820,-0.52,7.8,0,-9.5,-80
1821,-0.24,3.7,0,-27.8,-80
1822,0.24,-3.5,0,-47.9,-80
1823,0.74,-11.1,0,-50.7,-80
1824,1.27,-19.1,0,-52.9,-80
1825,1.83,-27.5,0,-56.4,-83
1826,2.29,-34.3,0,-45.4,-80
1827,2.65,-39.7,0,-36,-80
1828,2.92,-43.8,0,-27.1,-80
1829,3.19,-47.8,0,-26.5,-80
1830,3.26,-48.9,0,-7.3,-80
1831,3.28,-49.1,0,-1.8,-80
1832,3.34,-50.1,0,-6.7,-80
1833,3.35,-50.3,0,-1.1,-51
1834,3.34,-50.1,0,1.2,-50
1835,3.12,-46.7,0,22.5,-50
1836,2.91,-43.6,0,21.1,-50
1837,2.74,-41.1,0,16.4,-50
1838,2.45,-36.7,0,29.2,-50
1839,2.19,-32.9,0,25.4,-50
1840,2.04,-30.6,0,15.5,-50
1841,1.73,-25.9,0,31.4,80
1842,1.4,-20.9,0,33,80
1843,0.95,-14.3,0,44.2,80
1844,0.57,-8.5,0,38.9,80
1845,0.23,-3.5,0,33.4,80
1846,0.09,-1.4,0,13.8,80
1847,0.05,-0.7,0,4.5,80
1848,0.13,-1.9,0,-8.1,-80
1849,0.49,-7.4,0,-36.4,-80
1850,1.27,-19.1,0,-77.8,-96
1851,2.03,-30.4,0,-75.7,-106
1852,2.75,-41.3,0,-72.2,-113
1853,3,-45,0,-25,-80
1854,3.42,-51.3,0,-42.1,-93
1855,3.15,-47.2,0,27.4,-80
1856,2.9,-43.5,0,24.7,-80
1857,3.07,-46,0,-16.5,-80
1858,2.98,-44.8,0,8.3,-80
1859,2.67,-40.1,0,31.2,-80
1860,2.18,-32.6,0,49.6,80
1861,1.56,-23.4,0,61.5,80
1862,0.88,-13.3,0,67.8,80
1863,0.24,-3.6,0,64.2,80
1864,-0.45,6.7,0,69.1,80
1865,-1.42,21.3,0,96.9,118
1866,-1.83,27.4,0,40.9,80
1867,-2.22,33.3,0,39.3,80
1868,-2.52,37.9,0,30.3,80
1869,-2.54,38.1,0,1.6,80
1870,-2.45,36.7,0,-9.1,80
1871,-2.3,34.5,0,-14.9,80
1872,-2.03,30.4,0,-27.5,80
1873,-1.73,25.9,0,-29.9,-80
1874,-1.22,18.4,0,-50.2,-80
1875,-0.54,8,0,-68.9,-80
1876,0.1,-1.6,0,-64,-80
1877,0.87,-13,0,-76.2,-89
1878,2.22,-33.2,0,-134.9,-168
1879,2.75,-41.3,0,-53.6,-94
1880,3.44,-51.6,0,-69.1,-120
1881,3.75,-56.3,0,-30.8,-87
1882,3.99,-59.8,0,-23.9,-83
1883,4.11,-61.7,0,-12.2,-80
1884,4.11,-61.7,0,-0.1,-80
1885,3.93,-59,0,18.2,-80
1886,3.93,-59,0,-0.4,-80
1887,3.56,-53.4,0,37.2,-80
1888,3.14,-47.1,0,42.2,-80
1889,2.77,-41.6,0,37,-80
1890,2.18,-32.7,0,58.9,80
1891,1.63,-24.5,0,55.1,80
1892,0.88,-13.3,0,74.6,80
1893,0.21,-3.2,0,67,80
1894,-0.61,9.2,0,82.7,91
1895,-1.51,22.7,0,89.8,112
1896,-2.44,36.5,0,92.5,129
1897,-2.72,40.8,0,28.5,80
1898,-2.82,42.3,0,9.8,80
1899,-2.92,43.8,0,9.9,80
1900,-2.89,43.3,0,-2.8,80
1901,-2.75,41.2,0,-14.4,80
1902,-2.7,40.4,0,-5,80
1903,-2.62,39.4,0,-7.1,80
1904,-2.39,35.8,0,-23.8,50
1905,-2.03,30.5,0,-35.5,-80
1906,-1.47,22.1,0,-55.6,-80
1907,-0.76,11.4,0,-71.5,-80
1908,-0.06,0.8,0,-70.3,-80
1909,0.59,-8.8,0,-64.3,-80
1910,0.97,-14.5,0,-38,-80
1911,1.19,-17.8,0,-22,-80
1912,1.41,-21.2,0,-22.9,-50
1913,1.52,-22.8,0,-10.6,-50
1914,1.3,-19.5,0,22.2,80
1915,0.86,-12.9,0,43.6,80
1916,0.34,-5,0,52.8,80
1917,-0.19,2.9,0,52.9,80
1918,-0.7,10.4,0,50.2,80
1919,-1.21,18.2,0,51.5,80
1920,-1.63,24.5,0,42.2,80
1921,-2.23,33.4,0,59.4,92
1922,-2.65,39.8,0,42.8,82
1923,-2.85,42.7,0,19.3,80
1924,-2.92,43.9,0,7.6,80
1925,-3.03,45.5,0,11,80
1926,-2.91,43.6,0,-12.6,80
1927,-2.61,39.2,0,-29.7,80
1928,-2.32,34.9,0,-28.7,80
1929,-2.04,30.6,0,-28.3,80
1930,-1.55,23.3,0,-48.9,-80
1931,-0.8,12,0,-75.5,-80
1932,-0.03,0.5,0,-76.6,-80
1933,0.69,-10.3,0,-71.9,-82
1934,1.44,-21.6,0,-75.5,-97
1935,2.16,-32.3,0,-71.4,-103
1936,2.68,-40.1,0,-52,-92
1937,2.91,-43.6,0,-23.1,-80
1938,3.06,-45.9,0,-15.6,-80
1939,3.26,-48.8,0,-19.3,-80
1940,3.15,-47.3,0,10.6,-80
1941,2.99,-44.8,0,16.3,-80
1942,2.74,-41.1,0,24.8,-80
1943,2.7,-40.5,0,3.8,-80
1944,2.31,-34.7,0,39,80
1945,1.81,-27.2,0,50,80
1946,1.19,-17.9,0,62,80
1947,0.71,-10.6,0,48.2,80
1948,0.27,-4,0,44.2,80
1949,-0.66,9.9,0,92.8,102
1950,-0.92,13.8,0,25.9,80
1951,-1.03,15.5,0,11.2,80
1952,-0.85,12.7,0,-18.4,-80
1953,-0.42,6.3,0,-43,-80
1954,0,-0,0,-41.9,-80
1955,0.39,-5.8,0,-38.9,-80
1956,0.71,-10.7,0,-32.5,-80
1957,1.01,-15.2,0,-29.7,-80
1958,1.14,-17.1,0,-12.7,-80
1959,1.37,-20.5,0,-23.1,-50
1960,0.98,-14.7,0,39.2,80
1961,0.58,-8.7,0,39.7,80
1962,0.08,-1.1,0,50.4,80
1963,-0.31,4.7,0,38.7,80
1964,-0.54,8.1,0,22.6,80
1965,-0.63,9.5,0,9.5,80
1966,-0.62,9.4,0,-0.8,80
1967,-0.96,14.5,0,34.1,50
1968,-0.93,14,0,-3.3,50
1969,-0.65,9.7,0,-28.5,-80
1970,-0.44,6.6,0,-20.5,-80
1971,-0.07,1,0,-37.3,-80
1972,0.3,-4.6,0,-37.4,-80
1973,0.58,-8.8,0,-27.9,-80
1974,0.73,-10.9,0,-14.4,-80
1975,0.94,-14.1,0,-21.4,-80
1976,0.99,-14.8,0,-4.4,-50
1977,0.9,-13.5,0,8.8,-50
1978,0.6,-9,0,29.8,80
1979,0.1,-1.4,0,50.3,80
1980,-0.3,4.5,0,39.8,80
1981,-0.7,10.6,0,40.2,80
1982,-1.07,16,0,36.6,80
1983,-1.35,20.3,0,28.2,80
1984,-1.56,23.5,0,21.3,80
1985,-1.68,25.1,0,11.2,50
1986,-1.66,24.9,0,-1.3,50
1987,-1.38,20.7,0,-28,-80
1988,-0.98,14.7,0,-40.5,-80
1989,-0.63,9.4,0,-34.9,-80
1990,-0.26,3.8,0,-37.3,-80
1991,0.09,-1.4,0,-35.1,-80
1992,0.38,-5.6,0,-28.2,-80
1993,0.54,-8,0,-15.9,-80
1994,0.57,-8.6,0,-3.6,-50
1995,0.5,-7.5,0,7,0
1996,0.17,-2.6,0,33,80
1997,-0.17,2.6,0,34.4,80
1998,-0.51,7.7,0,34,80
1999,-0.88,13.2,0,36.6,80
2000,-1.2,18.1,0,32.7,80
2001,-1.42,21.4,0,22,80
2002,-1.73,26,0,31,80
2003,-2.22,33.3,0,48.3,81
2004,-2.28,34.2,0,6.1,80
2005,-2.06,30.9,0,-21.6,80
2006,-1.62,24.3,0,-44.1,-80
2007,-1.16,17.4,0,-46.1,-80
2008,-0.37,5.5,0,-79.1,-80
2009,0.39,-5.9,0,-76.3,-82
2010,1.09,-16.4,0,-69.7,-86
2011,1.67,-25,0,-57.6,-82
2012,2.73,-41,0,-106.6,-147
2013,2.86,-42.9,0,-12.6,-80
2014,2.9,-43.5,0,-4,-80
2015,3.07,-46,0,-16.6,-80
2016,2.83,-42.5,0,23.2,-80
2017,2.26,-34,0,57,80
2018,1.68,-25.3,0,58,80
2019,0.88,-13.2,0,80.6,80
2020,0.17,-2.5,0,71.1,80
2021,-0.48,7.2,0,64.8,80
2022,-1.18,17.7,0,70.2,87
2023,-1.91,28.6,0,72.4,100
2024,-2.06,31,0,15.8,80
2025,-1.93,29,0,-12.9,80
2026,-1.75,26.2,0,-18.7,80
2027,-1.29,19.4,0,-45.2,-80
2028,-0.64,9.6,0,-65.4,-80
2029,0.03,-0.5,0,-67.6,-80
2030,0.68,-10.2,0,-64.6,-80
2031,1.19,-17.9,0,-51.2,-80
2032,1.63,-24.5,0,-44,-80
2033,2.16,-32.4,0,-52.9,-85
2034,2.38,-35.7,0,-21.6,-80
2035,2.41,-36.1,0,-3.1,-80
2036,2.16,-32.4,0,25.2,-80
2037,1.95,-29.2,0,20.9,-80
2038,2,-30.1,0,-5.5,-80
2039,1.59,-23.8,0,41.4,80
2040,0.93,-13.9,0,66.3,80
2041,0.16,-2.4,0,76.7,80
2042,-0.53,7.9,0,68.6,80
2043,-1.16,17.4,0,63.6,81
2044,-1.59,23.9,0,42.8,80
2045,-1.92,28.8,0,32.8,80
2046,-2.25,33.8,0,33.6,80
2047,-2.28,34.3,0,3,80
2048,-2.06,30.9,0,-22.5,80
2049,-1.88,28.2,0,-18,80
2050,-1.65,24.7,0,-23.1,80
2051,-1.37,20.5,0,-28.5,-80
2052,-1.5,22.5,0,13.4,80
2053,-0.98,14.7,0,-51.9,-80
2054,-0.49,7.3,0,-49.2,-80
2055,0.02,-0.4,0,-51.3,-80
2056,0.43,-6.4,0,-40.1,-80
2057,1.34,-20,0,-91,-111
2058,1.57,-23.6,0,-23.6,-80
2059,2.18,-32.6,0,-60.4,-93
2060,2.08,-31.2,0,9.4,-80
2061,1.78,-26.8,0,29.6,80
2062,1.6,-24,0,18.4,-80
2063,1.08,-16.1,0,52.6,80
2064,0.67,-10,0,40.7,80
2065,0.19,-2.9,0,47.7,80
2066,-0.17,2.6,0,36.2,80
2067,-0.47,7,0,29.9,80
2068,-0.73,10.9,0,25.7,80
2069,-0.87,13,0,14,80
2070,-0.99,14.9,0,12.8,50
2071,-0.53,7.9,0,-46.6,-80
2072,-0.15,2.3,0,-37.5,-80
2073,0.35,-5.2,0,-50.3,-80
